mp_id,full_name,post_name,unit_name,post_title
21207,Рєпіна Елла Анатоліївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Державою Ізраїль,Член групи з міжпарламентських зв'язків з Державою Ізраїль
21207,Рєпіна Елла Анатоліївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Канадою,Член групи з міжпарламентських зв'язків з Канадою
21207,Рєпіна Елла Анатоліївна,Член Постійної делегації в міжпарламентській організації,Постійна делегація у Парламентській асамблеї ГУАМ,Член Постійної делегації у Парламентській асамблеї ГУАМ
21207,Рєпіна Елла Анатоліївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Французькою Республікою,Член групи з міжпарламентських зв'язків з Французькою Республікою
18032,Рабінович Вадим Зіновійович,Голова підкомітету Комітету Верховної Ради України,"Підкомітет з питань міграційної політики та громадянства Комітету Верховної Ради України з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин","Голова підкомітету з питань міграційної політики та громадянства Комітету Верховної Ради України з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
18032,Рабінович Вадим Зіновійович,Співголова депутатської фракції,"Фракція Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ"" у Верховній Раді України","Співголова депутатської фракції Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ"" у Верховній Раді України"
18032,Рабінович Вадим Зіновійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Французькою Республікою,Член групи з міжпарламентських зв'язків з Французькою Республікою
18032,Рабінович Вадим Зіновійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Державою Ізраїль,Член групи з міжпарламентських зв'язків з Державою Ізраїль
21204,Радуцький Михайло Борисович,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
21204,Радуцький Михайло Борисович,Голова Комітету Верховної Ради України,"Комітет Верховної Ради України з питань здоров'я нації, медичної допомоги та медичного страхування","Голова Комітету Верховної Ради України з питань здоров'я нації, медичної допомоги та медичного страхування"
21204,Радуцький Михайло Борисович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Італійською Республікою,Член групи з міжпарламентських зв'язків з Італійською Республікою
21204,Радуцький Михайло Борисович,Заступник члена Української частини в міжпарламентській організації,Українська частина Парламентського комітету Української частини Парламентського комітету асоціації,Заступник члена Української частини Парламентського комітету Української частини Парламентського комітету асоціації
21204,Радуцький Михайло Борисович,Керівник групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Молдова,Керівник групи з міжпарламентських зв'язків з Республікою Молдова
21204,Радуцький Михайло Борисович,Керівник групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Королівством Таїланд,Керівник групи з міжпарламентських зв'язків з Королівством Таїланд
21204,Радуцький Михайло Борисович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Казахстан,Член групи з міжпарламентських зв'язків з Республікою Казахстан
21204,Радуцький Михайло Борисович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Французькою Республікою,Член групи з міжпарламентських зв'язків з Французькою Республікою
21204,Радуцький Михайло Борисович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Хорватія,Член групи з міжпарламентських зв'язків з Республікою Хорватія
21204,Радуцький Михайло Борисович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Вірменія,Член групи з міжпарламентських зв'язків з Республікою Вірменія
21204,Радуцький Михайло Борисович,Член Української частини в міжпарламентській організації,"Українська частина міжпарламентської асамблеї Парламенту Грузії, Парламенту Республіки Молдова і Верховної Ради України","Член Української частини міжпарламентської асамблеї Парламенту Грузії, Парламенту Республіки Молдова і Верховної Ради України"
21205,Разумков Дмитро Олександрович,Голова Верховної Ради України,Керівництво Верховної Ради України,Голова Верховної Ради України
21205,Разумков Дмитро Олександрович,Голова Виконавчого комітету в міжпарламентській організації,Виконавчий комітет Національної парламентської групи в Міжпарламентському Союзі,Голова Виконавчого комітету Національної парламентської групи в Міжпарламентському Союзі
21205,Разумков Дмитро Олександрович,Співголова міжпарламентської асамблеї в міжпарламентській організації,"Міжпарламентська асамблея Парламенту Грузії, Парламенту Республіки Молдова і Верховної Ради України","Співголова міжпарламентської асамблеї Парламенту Грузії, Парламенту Республіки Молдова і Верховної Ради України"
21205,Разумков Дмитро Олександрович,Співголова міжпарламентської асамблеї в міжпарламентській організації,"Міжпарламентська асамблея Верховної Ради України, Сейму Литовської Республіки та Сейму і Сенату Республіки Польща","Співголова міжпарламентської асамблеї Верховної Ради України, Сейму Литовської Республіки та Сейму і Сенату Республіки Польща"
21206,Рахманін Сергій Іванович,Голова Комісії,Тимчасова спеціальна комісія Верховної Ради України з питань формування і реалізації державної політики щодо відновлення територіальної цілісності та забезпечення суверенітету України,Голова тимчасової спеціальної комісії Верховної Ради України з питань формування і реалізації державної політики щодо відновлення територіальної цілісності та забезпечення суверенітету України
21206,Рахманін Сергій Іванович,Заступник голови Комісії,"Тимчасова слідча комісія Верховної Ради України з питань розслідування пожежі (вибухів) на складах боєприпасів у період з 2014 по 2018 роки в м. Ічня (Чернігівська обл.), м. Калинівка (Вінницька обл.), м. Балаклія (Харківська обл.), м. Сватове (Луганська обл.), м. Кривий Ріг (Дніпропетровська обл.)","Заступник голови тимчасової слідчої комісії Верховної Ради України з питань розслідування пожежі (вибухів) на складах боєприпасів у період з 2014 по 2018 роки в м. Ічня (Чернігівська обл.), м. Калинівка (Вінницька обл.), м. Балаклія (Харківська обл.), м. Сватове (Луганська обл.), м. Кривий Ріг (Дніпропетровська обл.)"
21206,Рахманін Сергій Іванович,Член Комітету Верховної Ради України,"Комітет Верховної Ради України з питань національної безпеки, оборони та розвідки","Член Комітету Верховної Ради України з питань національної безпеки, оборони та розвідки"
21206,Рахманін Сергій Іванович,Голова депутатської фракції,"Фракція Політичної Партії ""ГОЛОС"" у Верховній Раді України дев'ятого скликання","Голова депутатської фракції Політичної Партії ""ГОЛОС"" у Верховній Раді України дев'ятого скликання"
21206,Рахманін Сергій Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Японією,Член групи з міжпарламентських зв'язків з Японією
21206,Рахманін Сергій Іванович,Член Постійної делегації в міжпарламентській організації,Постійна делегація у Парламентській асамблеї Організації з безпеки та співробітництва в Європі,Член Постійної делегації у Парламентській асамблеї Організації з безпеки та співробітництва в Європі
21206,Рахманін Сергій Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Австралією,Член групи з міжпарламентських зв'язків з Австралією
21206,Рахманін Сергій Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Турецькою Республікою,Член групи з міжпарламентських зв'язків з Турецькою Республікою
21206,Рахманін Сергій Іванович,Член Української частини в міжпарламентській організації,"Українська частина міжпарламентської асамблеї Верховної Ради України, Сейму Литовської Республіки та Сейму і Сенату Республіки Польща","Член Української частини міжпарламентської асамблеї Верховної Ради України, Сейму Литовської Республіки та Сейму і Сенату Республіки Польща"
21206,Рахманін Сергій Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученим Королівством Великої Британії та Північної Ірландії,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
21206,Рахманін Сергій Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Польща,Член групи з міжпарламентських зв'язків з Республікою Польща
21208,Рубльов Вячеслав Володимирович,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
21208,Рубльов Вячеслав Володимирович,Голова підкомітету Комітету Верховної Ради України,"Підкомітет з питань регіональної політики та місцевих бюджетів Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування","Голова підкомітету з питань регіональної політики та місцевих бюджетів Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
21208,Рубльов Вячеслав Володимирович,Заступник співголови групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Польща,Заступник співголови групи з міжпарламентських зв'язків з Республікою Польща
21208,Рубльов Вячеслав Володимирович,Секретар групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Князівством Монако,Секретар групи з міжпарламентських зв'язків з Князівством Монако
21208,Рубльов Вячеслав Володимирович,Заступник співголови групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Литовською Республікою,Заступник співголови групи з міжпарламентських зв'язків з Литовською Республікою
21328,Руденко Ольга Сергіївна,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
21328,Руденко Ольга Сергіївна,Член Комітету Верховної Ради України,Комітет Верховної Ради України з питань зовнішньої політики та міжпарламентського співробітництва,Член Комітету Верховної Ради України з питань зовнішньої політики та міжпарламентського співробітництва
21328,Руденко Ольга Сергіївна,Член Постійної делегації в міжпарламентській організації,Постійна делегація Верховної Ради України у Парламентській асамблеї ЄС - Східні сусіди (ПА ЄВРОНЕСТ),Член Постійної делегації Верховної Ради України у Парламентській асамблеї ЄС - Східні сусіди (ПА ЄВРОНЕСТ)
21328,Руденко Ольга Сергіївна,Співголова групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Чорногорією,Співголова групи з міжпарламентських зв'язків з Чорногорією
21328,Руденко Ольга Сергіївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Турецькою Республікою,Член групи з міжпарламентських зв'язків з Турецькою Республікою
21328,Руденко Ольга Сергіївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученими Штатами Америки,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
21328,Руденко Ольга Сергіївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученим Королівством Великої Британії та Північної Ірландії,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
21328,Руденко Ольга Сергіївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Королівством Норвегія,Член групи з міжпарламентських зв'язків з Королівством Норвегія
21328,Руденко Ольга Сергіївна,Заступник співголови групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Швейцарською Конфедерацією,Заступник співголови групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
21328,Руденко Ольга Сергіївна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Канадою,Член групи з міжпарламентських зв'язків з Канадою
21328,Руденко Ольга Сергіївна,Член Виконавчого комітету в міжпарламентській організації,Виконавчий комітет Національної парламентської групи в Міжпарламентському Союзі,Член Виконавчого комітету Національної парламентської групи в Міжпарламентському Союзі
21209,Рудик Кіра Олександрівна,Перший заступник голови Комітету Верховної Ради України,Комітет Верховної Ради України з питань цифрової трансформації,Перший заступник голови Комітету Верховної Ради України з питань цифрової трансформації
21209,Рудик Кіра Олександрівна,Член депутатської фракції,"Фракція Політичної Партії ""ГОЛОС"" у Верховній Раді України дев'ятого скликання","Член депутатської фракції Політичної Партії ""ГОЛОС"" у Верховній Раді України дев'ятого скликання"
21209,Рудик Кіра Олександрівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученим Королівством Великої Британії та Північної Ірландії,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
21209,Рудик Кіра Олександрівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Естонською Республікою,Член групи з міжпарламентських зв'язків з Естонською Республікою
21209,Рудик Кіра Олександрівна,Співголова групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Сінгапур,Співголова групи з міжпарламентських зв'язків з Республікою Сінгапур
21209,Рудик Кіра Олександрівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Федеративною Республікою Німеччина,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
21209,Рудик Кіра Олександрівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Австралією,Член групи з міжпарламентських зв'язків з Австралією
21209,Рудик Кіра Олександрівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Королівством Швеція,Член групи з міжпарламентських зв'язків з Королівством Швеція
21209,Рудик Кіра Олександрівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Японією,Член групи з міжпарламентських зв'язків з Японією
16430,Рудик Сергій Ярославович,Член Української частини в міжпарламентській організації,Українська частина міжпарламентської асамблеї Верховної Ради України та Сейму Литовської Республіки,Член Української частини міжпарламентської асамблеї Верховної Ради України та Сейму Литовської Республіки
21213,Рущишин Ярослав Іванович,Секретар Комітету Верховної Ради України,Комітет Верховної Ради України з питань економічного розвитку,Секретар Комітету Верховної Ради України з питань економічного розвитку
21213,Рущишин Ярослав Іванович,Член депутатської фракції,"Фракція Політичної Партії ""ГОЛОС"" у Верховній Раді України дев'ятого скликання","Член депутатської фракції Політичної Партії ""ГОЛОС"" у Верховній Раді України дев'ятого скликання"
21213,Рущишин Ярослав Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Австралією,Член групи з міжпарламентських зв'язків з Австралією
21213,Рущишин Ярослав Іванович,Заступник члена Постійної делегації в міжпарламентській організації,Постійна делегація у Парламентському вимірі Центральноєвропейської ініціативи,Заступник члена Постійної делегації у Парламентському вимірі Центральноєвропейської ініціативи
21213,Рущишин Ярослав Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Польща,Член групи з міжпарламентських зв'язків з Республікою Польща
21213,Рущишин Ярослав Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Сінгапур,Член групи з міжпарламентських зв'язків з Республікою Сінгапур
21213,Рущишин Ярослав Іванович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученим Королівством Великої Британії та Північної Ірландії,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
21213,Рущишин Ярослав Іванович,Заступник керівника групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Куба,Заступник керівника групи з міжпарламентських зв'язків з Республікою Куба
21214,Рябуха Тетяна Василівна,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
21214,Рябуха Тетяна Василівна,Голова підкомітету Комітету Верховної Ради України,Підкомітет у справах сім'ї та дітей Комітету Верховної Ради України з питань гуманітарної та інформаційної політики,Голова підкомітету у справах сім'ї та дітей Комітету Верховної Ради України з питань гуманітарної та інформаційної політики
21214,Рябуха Тетяна Василівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Державою Катар,Член групи з міжпарламентських зв'язків з Державою Катар
21214,Рябуха Тетяна Василівна,Секретар групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Португальською Республікою,Секретар групи з міжпарламентських зв'язків з Португальською Республікою
21214,Рябуха Тетяна Василівна,Секретар групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Йорданським Хашимітським Королівством,Секретар групи з міжпарламентських зв'язків з Йорданським Хашимітським Королівством
21214,Рябуха Тетяна Василівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Алжирською Народною Демократичною Республікою,Член групи з міжпарламентських зв'язків з Алжирською Народною Демократичною Республікою
21214,Рябуха Тетяна Василівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Канадою,Член групи з міжпарламентських зв'язків з Канадою
19858,Саврасов Максим Віталійович,Член депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ""","Член депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ"""
19858,Саврасов Максим Віталійович,Член Комісії,Лічильна комісія Верховної Ради України дев'ятого скликання,Член лічильної комісії Верховної Ради України дев'ятого скликання
19858,Саврасов Максим Віталійович,Член Комітету Верховної Ради України,"Комітет Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування","Член Комітету Верховної Ради України з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
19858,Саврасов Максим Віталійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Швейцарською Конфедерацією,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
19858,Саврасов Максим Віталійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Королівством Нідерландів,Член групи з міжпарламентських зв'язків з Королівством Нідерландів
19858,Саврасов Максим Віталійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Канадою,Член групи з міжпарламентських зв'язків з Канадою
19858,Саврасов Максим Віталійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Федеративною Республікою Німеччина,Член групи з міжпарламентських зв'язків з Федеративною Республікою Німеччина
19858,Саврасов Максим Віталійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Грузією,Член групи з міжпарламентських зв'язків з Грузією
19858,Саврасов Максим Віталійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Японією,Член групи з міжпарламентських зв'язків з Японією
19858,Саврасов Максим Віталійович,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученим Королівством Великої Британії та Північної Ірландії,Член групи з міжпарламентських зв'язків з Сполученим Королівством Великої Британії та Північної Ірландії
21094,Савченко Ольга Станіславівна,Заступник голови Комітету Верховної Ради України,"Комітет Верховної Ради України з питань Регламенту, депутатської етики та організації роботи Верховної Ради України","Заступник голови Комітету Верховної Ради України з питань Регламенту, депутатської етики та організації роботи Верховної Ради України"
21094,Савченко Ольга Станіславівна,Член Комісії,Лічильна комісія Верховної Ради України дев'ятого скликання,Член лічильної комісії Верховної Ради України дев'ятого скликання
21094,Савченко Ольга Станіславівна,Заступник голови депутатської фракції,"Фракція ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ""","Заступник голови депутатської фракції ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"""
21094,Савченко Ольга Станіславівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Чеською Республікою,Член групи з міжпарламентських зв'язків з Чеською Республікою
21094,Савченко Ольга Станіславівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Швейцарською Конфедерацією,Член групи з міжпарламентських зв'язків з Швейцарською Конфедерацією
21094,Савченко Ольга Станіславівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків з Австрійською Республікою,Член групи з міжпарламентських зв'язків з Австрійською Республікою
21094,Савченко Ольга Станіславівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Республікою Сінгапур,Член групи з міжпарламентських зв'язків з Республікою Сінгапур
21094,Савченко Ольга Станіславівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Грузією,Член групи з міжпарламентських зв'язків з Грузією
21094,Савченко Ольга Станіславівна,Член групи з міжпарламентських зв'язків,Депутатська група Верховної Ради України з міжпарламентських зв'язків із Сполученими Штатами Америки,Член групи з міжпарламентських зв'язків з Сполученими Штатами Америки
21095,Савчук Оксана Василівна,Голова підкомітету Комітету Верховної Ради України,Підкомітет з питань безпеки дорожнього руху та безпеки на транспорті Комітету Верховної Ради України з питань транспорту та інфраструктури,Голова підкомітету з питань безпеки дорожнього руху та безпеки на транспорті Комітету Верховної Ради України з питань транспорту та інфраструктури
